Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Intl_Plan,Vmail_Plan,State,Area_Code,Phone,Churn
112,0,193.3,264.1,128.6,9.1,4,no,no,NC,415,334-1872,no
45,0,78.2,253.4,255,18,1,no,no,MD,415,350-1040,no
132,0,83.4,232.2,146.7,7.6,1,no,no,KS,415,369-3214,no
128,0,195.6,267.8,164.9,16,0,no,no,MA,415,385-6778,no
135,0,201.8,225,204.4,10.3,1,no,no,NC,415,383-7689,no
56,0,197,222.8,225.3,10.6,2,no,no,NM,408,385-5722,no
151,0,218,114.4,269.2,12.4,0,yes,no,CA,415,357-1909,yes
32,0,164.8,229.9,167.3,14.8,2,no,no,NY,415,364-3567,no
90,0,179.2,210.7,276.9,9.2,2,no,no,AZ,415,422-4241,no
87,21,214,180,134.5,10.6,0,no,yes,SD,415,370-2957,no
138,0,170.5,118.2,187.9,11.2,2,no,no,DC,415,329-6562,no
79,0,205.7,214.5,226.1,6.7,1,no,no,ND,408,363-3515,no
95,0,165.5,286.2,198.9,11.5,1,yes,no,MO,415,374-7787,yes
127,0,221,160.7,233.1,6.8,2,no,no,KS,415,345-2931,no
137,0,242.1,191,218.6,14.7,3,no,no,SD,510,373-5732,no
97,0,151.6,155.4,240,14.7,1,no,no,OK,415,348-7437,no
149,0,176.2,145,249.5,5.7,0,yes,no,OR,415,332-9460,no
117,22,196,322.7,225.6,3.7,1,yes,yes,IN,415,355-6531,no
84,0,159.5,247.1,187.9,7.2,2,no,no,OH,408,336-9390,no
137,0,230.2,220.4,204.7,10.7,4,no,no,KS,415,346-8581,no
99,0,146.7,274,321.3,8.9,3,no,no,CT,415,363-8824,no
54,0,210.5,204.5,127.8,8.5,1,no,no,NH,510,353-3351,no
85,0,102,270.2,148.2,10.7,1,no,no,WI,415,360-4320,no
150,0,126,238.5,285.1,10.2,3,no,no,MS,510,417-6252,no
43,0,168.4,243.8,214.7,11.1,1,no,no,WV,415,393-4949,no
35,0,105.6,258.2,213.1,8.7,0,no,no,MA,415,401-3156,no
98,0,206.5,176.2,232.8,12.4,5,no,no,MD,415,338-6283,no
112,0,217.1,205.2,185.7,9.4,2,no,no,PA,510,352-9017,no
16,0,229.6,205.7,166.2,10.8,0,no,no,WI,510,405-5305,yes
98,22,278.3,93.4,107.6,9.7,0,no,yes,TN,415,376-9249,no
84,0,138.6,199,204.1,7.8,0,no,no,TX,408,339-7139,no
94,0,234.4,279.3,234.2,2,1,no,no,OR,415,328-6011,yes
84,0,181.5,130.7,186.5,8.5,1,no,no,IL,510,378-1303,no
66,0,167.3,230,191.7,10.6,1,no,no,DC,415,402-5155,yes
98,31,121,218.9,226.7,12,1,no,yes,GA,415,333-5430,no
74,0,221.1,110.8,240.1,10.6,0,no,no,ID,415,365-9696,no
96,26,145.8,192.2,165.1,9.9,1,no,yes,UT,408,410-4023,no
119,0,222.8,163.2,160.6,11.2,1,no,no,KY,510,411-7649,no
73,0,183.4,242,201.4,7.5,4,no,no,OH,415,338-4065,no
92,0,264.3,160.9,198.6,9.3,0,yes,no,WI,415,421-9401,no
21,0,146,109.7,247.4,6.8,0,no,no,IL,415,343-9658,no
122,0,157.1,184.9,197.2,8.5,4,no,no,DE,510,332-5521,yes
133,0,127.3,251.3,135,10.3,1,yes,no,RI,510,349-4369,no
145,0,187.9,197,167,4.8,2,no,no,TX,415,351-4288,no
25,0,178.8,141.2,203,8.4,2,no,no,OR,408,422-5874,no
64,0,97.2,186.2,189,10.4,2,no,no,NV,415,396-2324,no
85,0,259.8,242.3,168.8,5.4,0,no,no,NE,415,416-5662,no
126,0,256.5,199.5,188.3,7,3,no,no,MS,415,363-9663,no
76,0,169.5,124,219.4,10,0,no,no,OR,415,410-9477,no
113,0,239.7,282.9,238.4,8.7,2,no,no,DE,415,352-4418,yes
224,0,171.5,160,212.4,5,1,yes,no,DE,510,361-6563,yes
117,0,239.9,174.8,209.5,9.8,0,no,no,AZ,408,417-4404,no
128,34,142.3,194.8,239.3,16,1,no,yes,SD,408,372-8048,no
115,0,184.1,327,212.5,7.5,2,no,no,NV,415,356-3646,no
141,28,206.9,264.4,171.8,9.3,2,no,yes,NM,415,351-9604,no
51,0,259.9,176.2,77.2,15.3,1,no,no,MN,510,355-9581,no
100,0,203.8,283.1,197.3,12.5,0,no,no,NJ,415,396-5189,no
96,45,248.8,140.3,263.6,10.3,3,no,yes,IN,415,356-9187,no
112,16,221.6,130.2,200,11.3,1,no,yes,DC,415,394-5537,no
129,0,192.9,185.5,205.2,10.9,1,yes,no,MA,510,408-2712,no
163,0,122.4,113.4,180.2,12.5,1,no,no,ME,415,404-4486,no
67,40,104.9,216.3,217.4,9.6,1,no,yes,NH,415,355-1113,no
140,0,173.2,196.8,209.3,11.2,3,no,no,AZ,408,411-4674,no
49,0,119.4,273.3,214.4,12.4,2,no,no,OR,510,376-4519,no
46,0,250.3,260.6,195,13.3,2,no,no,KS,510,365-5979,yes
148,0,178.3,282.6,181,11.4,1,no,no,NE,415,382-2879,no
112,0,243.4,182.1,259.2,12.8,1,no,no,MI,510,420-1383,no
78,0,155,175.3,155.6,11.8,2,no,no,SC,415,411-7390,no
61,31,288.7,203.8,203.2,8.6,0,no,yes,PA,408,383-8848,no
58,29,240.4,118.9,164.2,11.2,1,no,yes,MT,510,387-9301,no
155,0,190.3,301.3,214.6,8,1,no,no,NM,415,399-3164,no
100,0,278,176.7,219.5,8.3,0,no,no,OH,510,385-8997,yes
113,0,155,330.6,189.4,13.5,1,no,no,WY,510,352-6573,no
81,0,153.5,197.6,198.5,6.3,2,no,no,MI,415,408-3384,no
135,27,273.4,154,245.8,12.3,1,no,yes,AR,510,419-6033,no
99,0,155.3,265.7,145.7,12.4,0,no,no,FL,408,336-2090,no
59,29,133.1,221.2,131.6,6.8,1,no,yes,AR,510,343-7242,no
135,0,246.8,187.8,154.5,12.6,1,no,no,MO,510,376-1713,no
85,0,165.4,196,349.2,9.6,2,yes,no,WI,408,381-5878,no
70,0,59.5,257.2,208.3,11.1,0,no,no,TX,510,390-5470,no
88,0,138.3,236,179.1,9.6,3,no,no,TX,510,414-4803,no
55,0,286.7,134.4,192.9,6.9,2,no,no,NM,510,382-5478,no
75,0,117.3,201.1,107.9,12.2,1,no,no,GA,415,333-7637,no
79,21,264.3,202.8,173.4,6.3,4,no,yes,ID,510,341-1647,no
85,0,127.9,271.2,202.2,12.5,0,no,no,AL,408,411-4232,no
86,23,225.5,246.3,245.7,9.8,0,no,yes,KS,408,339-2616,no
91,0,149,245.3,260,8.3,0,no,no,SD,510,327-3850,no
149,20,198.9,274,190.7,14.3,1,no,yes,LA,415,328-7209,no
97,0,256.4,273.9,222.7,11.1,1,no,no,OH,408,405-6189,yes
88,0,264.8,245.4,160.5,14.8,1,no,no,MA,415,418-6737,yes
60,0,98.2,180.5,223.6,9.3,2,no,no,AZ,415,366-2212,no
54,0,159.8,264,115.7,9.7,2,no,no,KY,408,356-1420,no
11,28,190.6,220.1,180.3,6,3,no,yes,DC,415,343-1323,no
109,0,184,120.4,153.7,11,0,no,no,WA,415,361-8239,no
90,0,261.8,220.6,136.6,9.6,1,no,no,UT,415,384-1621,no
115,0,147.9,228.4,299.7,9.6,3,no,no,RI,408,360-3525,no
144,18,106.4,108.1,208.4,10.1,1,no,yes,OH,415,392-3813,no
91,0,133.7,195.3,280.5,5.9,0,no,no,NV,408,337-6898,no
105,23,193.5,220.2,272.4,8.5,0,no,yes,ND,415,366-8036,no
71,0,178.2,167.8,182.1,13.6,3,yes,no,NV,415,352-8327,yes
132,36,226.2,181.6,258.8,10.5,3,no,yes,FL,510,334-9505,yes
112,0,170.4,200.2,258.3,11.6,1,no,no,MD,415,336-5702,no
86,32,70.9,166.7,244.9,11.1,3,no,yes,AZ,415,392-2381,no
41,34,194.4,254.9,160.2,17.2,2,no,yes,AL,510,369-6880,no
44,0,240.3,164.6,240.7,10.6,1,no,no,NE,415,416-8697,no
78,0,75,248.7,176,9.5,3,no,no,NV,408,345-3451,no
149,0,69.1,136.3,181.7,6.3,1,no,no,IL,408,379-2514,no
72,33,96.6,315.4,163.3,6.2,4,no,yes,WV,510,418-6651,yes
139,20,214.6,235.1,162.8,14.8,0,no,yes,MI,415,421-3528,no
74,0,148.5,146.5,289.2,9.9,3,no,no,AR,510,329-9046,no
50,0,258.1,161.4,225.1,11.7,1,no,no,UT,510,406-3890,no
141,23,149.7,162.5,220.3,7.6,3,no,yes,GA,510,403-8904,no
140,0,149.8,164.4,294.7,8.1,1,no,no,AZ,408,393-4086,no
99,0,190.4,158.1,271.5,11.2,2,no,no,ID,408,400-1367,no
166,0,181.4,253.8,112.3,11.6,1,no,no,HI,408,377-9473,no
124,0,151.1,187.4,255.4,5.3,1,no,no,NV,408,396-3068,no
74,0,155.7,173.7,257.4,8.1,0,no,no,MD,415,331-9293,no
117,0,149.9,256.1,212.7,13.3,2,no,no,GA,510,347-1914,no
85,0,222.3,231.5,223.5,11,3,no,no,GA,510,395-1962,no
36,16,149.4,131.8,132.7,6.7,0,no,yes,UT,415,401-5485,no
102,0,233.8,221.6,146.9,12.8,0,yes,no,MA,510,355-6560,no
76,0,204.2,292.6,244.3,10.5,0,no,no,IN,415,363-3911,no
165,0,242.9,209.8,228.4,0,1,no,no,VT,510,345-1998,no
130,0,150.4,230.5,186.3,12.3,1,no,no,IA,415,361-5277,no
78,0,208.9,252.4,280.2,12.8,0,no,no,IN,415,376-7145,no
55,0,191.9,256.1,203.7,14.3,1,yes,no,AL,415,375-2975,yes
92,0,130.7,260.6,244.2,9.4,2,yes,no,ME,415,376-8573,yes
129,33,119.6,278.7,263.4,5.9,2,no,yes,RI,415,366-7360,no
18,0,273.6,114.6,250.6,8.2,1,no,no,MD,408,347-7898,no
161,0,156.1,180.3,179.6,11.1,2,yes,no,FL,415,390-7328,no
93,36,178.7,178.6,126.8,8,2,no,yes,CA,415,356-5491,no
144,0,177.5,287.4,180.5,11.9,2,no,no,AL,415,373-3251,no
75,0,211.3,105.6,175.9,9.7,4,yes,no,ME,408,343-1965,yes
95,0,175.2,244.4,75.8,7.5,1,no,no,WV,415,378-8019,no
126,23,114.3,190.3,240.4,12.6,3,no,yes,SD,415,386-1548,no
124,28,251.4,225.1,251.9,7.5,1,no,yes,FL,415,397-1649,no
93,0,216.9,207.4,221.7,17.5,1,yes,no,MI,415,366-7247,yes
109,26,217.2,145.5,280.7,9.3,0,yes,yes,MI,415,402-9691,no
80,0,206.3,154.9,263.6,12.4,0,no,no,NM,510,334-9806,no
41,0,159.3,125.9,261.9,11.1,1,no,no,AK,415,378-7733,no
136,31,143.1,236.6,227.8,11.4,2,no,yes,OH,415,407-2248,no
92,0,154,329.8,288,5.6,3,no,no,MO,415,405-3916,yes
143,24,186.6,222,234.9,11.6,1,no,yes,KS,408,407-2081,no
118,26,170.8,199.5,169.7,9.6,5,no,yes,MS,415,397-9148,yes
193,17,124,202.9,205.1,12.3,1,no,yes,VT,408,415-4857,no
73,0,198.3,279.3,146.2,14.8,3,no,no,NE,415,354-7314,no
62,0,172.8,204.8,240.8,9.1,2,no,no,VA,408,346-5611,no
30,30,217.4,213.8,227.2,6.6,0,no,yes,DE,415,349-4703,no
60,29,265.9,215.8,108.1,14,0,yes,yes,AL,408,411-7778,yes
148,14,93.6,193.8,144.9,17.5,1,no,yes,ID,510,421-1469,no
96,0,98.2,307.2,182.5,7.6,2,no,no,MS,510,420-5990,no
52,0,214.7,158.6,123.4,9.4,2,no,no,OK,408,389-4780,no
87,0,168.2,224.7,169.5,12.9,1,no,no,NM,415,357-2735,no
41,0,202.9,153.8,113.5,9,3,no,no,WI,408,409-4791,no
112,0,261.4,154.5,130.9,11.6,1,no,no,WV,415,380-5286,no
88,0,73.3,161.4,239.6,8.2,4,no,no,SC,510,394-8402,yes
122,27,253.7,229.2,190.5,9.2,7,no,yes,KY,408,392-1616,no
61,0,45,151.3,152.9,9.8,2,no,no,MO,408,364-1969,no
87,0,231.3,171.7,67.7,13,1,no,no,IL,510,390-4152,no
176,0,47.4,167.8,163.1,10.5,2,no,no,OK,408,367-7039,no
30,0,227.4,182.5,191.7,12.5,0,no,no,MI,510,391-6607,no
95,22,40.9,133.4,264.2,11.9,0,no,yes,NJ,415,379-6652,no
46,0,124.8,157.3,199.3,8.6,2,no,no,ID,415,384-1833,no
100,0,68.5,337.1,205.2,12.1,0,yes,no,DC,510,403-2455,no
47,37,163.5,203.1,232,7.8,2,no,yes,NY,415,391-1348,no
77,0,163,219.1,233.4,6.7,2,no,no,AL,415,408-4174,no
98,38,213.7,253,207.7,10.7,2,no,yes,OR,415,366-4334,no
125,36,201.3,42.2,125.7,5.4,1,no,yes,OK,415,406-5059,no
67,0,310.4,66.5,246.5,9.2,4,no,no,LA,510,373-6784,no
194,0,48.4,281.1,218.5,18.2,1,no,no,NE,408,408-3532,no
128,40,171.2,145.7,196.8,14,1,no,yes,TX,415,350-8680,no
190,22,166.5,183,121,8.5,0,no,yes,UT,415,398-9870,no
165,0,216.6,190.8,224.7,12.4,0,no,no,OR,415,343-3356,no
59,0,107.8,216.6,217.5,9.9,2,no,no,NY,408,415-4609,no
47,28,141.3,168,113.5,7.8,1,no,yes,AL,408,404-5387,no
150,29,209.9,158,141.9,6.6,0,no,yes,RI,415,415-8151,no
152,20,237.5,253.4,265.2,14.2,9,yes,yes,MN,415,416-2778,yes
26,0,234.5,216.5,191.6,3.5,3,no,no,NC,415,393-3300,no
79,31,103.1,243,76.4,12.2,3,no,yes,MD,510,391-7661,no
95,27,129.5,248.9,268,11.9,1,no,yes,RI,510,339-4317,no
69,0,279.8,248.7,171,8.4,2,yes,no,WI,510,418-6455,yes
95,41,136.8,200.8,133.7,10.3,5,yes,yes,VT,510,378-3508,yes
31,31,100.1,246.3,255,5.9,0,no,yes,CT,415,390-9359,no
121,31,237.1,205.6,196.7,10.1,4,no,yes,OK,408,364-2495,no
111,0,172.8,183.1,158.8,7.9,4,no,no,AK,415,364-7719,yes
157,0,224.5,200.7,116.6,11.5,2,no,no,NY,415,421-1189,no
44,0,288.1,258,192.4,10.2,3,no,no,GA,510,419-8987,yes
61,0,78.2,195.9,108,10.1,2,yes,no,UT,510,402-9980,no
65,0,148.7,259,149.5,12.7,2,no,no,NM,415,376-5908,no
74,25,194.6,119.9,175.5,13.1,2,no,yes,NE,415,400-3150,no
123,0,159.5,303.8,226.9,12,0,no,no,NJ,408,336-1749,no
58,20,194.5,213.7,236.6,9.5,1,no,yes,TX,408,420-1259,no
74,0,174.1,251.1,257.6,8.3,2,no,no,MT,408,339-7541,yes
125,0,131.8,136.7,308.2,7.7,2,no,no,CO,415,378-9029,no
80,0,160.6,237,245.1,10.7,1,no,no,VT,415,342-7514,no
53,18,146.8,310,178.7,7.2,0,no,yes,RI,408,422-4956,no
99,28,200.7,264.2,172.7,9.1,1,no,yes,WY,408,389-8606,no
99,0,145.6,98.3,230.8,10.9,1,no,no,ID,415,406-7261,no
66,29,229.4,257.4,231.5,8,2,no,yes,CT,415,417-7973,no
97,0,211,189,123,4.7,3,no,no,ME,510,390-2891,no
75,37,121.5,271.4,248.7,11.3,2,no,yes,AZ,510,385-7387,no
85,0,216,188.2,147.1,3.6,2,yes,no,MD,510,362-2776,no
108,0,293,160.6,143.9,10,2,no,no,IN,510,329-1955,no
133,32,221.1,264.9,168.9,15.4,2,yes,yes,NC,408,344-3160,yes
51,0,181.5,196.9,187.2,10.3,1,no,no,DE,510,406-2454,no
186,26,74.3,177.3,296.3,14.5,2,no,yes,MN,415,335-3913,no
44,0,62.3,275,138.7,10.8,1,yes,no,WI,415,355-7705,no
64,31,228.6,248.5,167.1,9,3,no,yes,FL,408,410-7108,no
44,0,228.1,276.5,279.8,9.9,2,no,no,WV,510,419-1674,yes
114,36,309.9,200.3,183.5,14.2,1,no,yes,SD,415,351-7369,no
92,0,201.9,226.8,217.5,13.7,3,no,no,FL,415,349-9566,no
110,0,149.8,180,140,11.7,2,no,no,OR,408,333-3421,no
90,30,183.8,229.7,144.1,7.7,1,no,yes,CO,408,393-8199,no
72,21,186.7,335,187.2,16.5,1,no,yes,CT,408,388-4879,no
113,0,209.4,347.3,246,7.4,1,no,no,IN,415,353-6007,yes
171,25,223.2,183.2,150.8,10.2,3,no,yes,PA,415,416-1557,no
104,0,164.2,155.4,168.9,10.7,1,no,no,NM,415,356-7217,no
165,0,150.5,193.1,311.6,10.3,1,no,no,ME,408,350-2012,no
104,0,234.2,293.1,183.9,9.8,0,no,no,SD,510,420-9838,yes
110,0,55.3,164.7,200.7,10.2,1,no,no,AR,408,373-6379,no
90,0,221.8,203.8,215.8,8.4,1,yes,no,TX,408,355-7293,no
114,0,169.6,58.9,179.3,7.4,1,no,no,NH,415,406-4588,no
101,0,89.7,260.1,170.1,13.5,5,no,no,OK,408,345-1524,yes
117,14,80.2,219,122.6,8.6,1,no,yes,WI,408,375-8493,no
109,0,218.9,299.9,158.6,11.3,2,no,no,AL,408,361-2924,no
82,0,125.7,207.6,183.1,12.9,1,no,no,PA,408,359-6163,no
92,0,176.3,93.4,207.2,9.6,2,no,no,OK,510,411-8140,no
82,29,207.2,254.1,169.3,9.5,2,no,yes,ME,510,381-9049,no
90,0,205.7,161.9,269.7,12.5,2,no,no,WV,415,344-4478,no
87,28,151.4,152.4,250.1,0,1,no,yes,HI,408,360-2690,no
124,0,157.5,130.7,193.4,9.6,3,no,no,MN,510,410-7383,no
39,0,160.4,102.6,235.3,9.1,2,no,no,NY,408,356-1889,no
84,0,159,167.9,167.6,12.3,1,no,no,AZ,415,341-2360,no
75,46,214.1,200.9,246.8,9.2,0,no,yes,OH,510,370-3021,no
102,0,102.6,246,170.5,9.1,2,no,no,MI,510,336-4656,no
62,0,159.7,197.5,121.6,13.9,0,yes,no,MA,415,386-2810,yes
143,0,202.8,165.8,143.9,4.6,1,no,no,WV,510,350-1354,no
53,0,57.5,265.5,244.3,11.6,3,no,no,MI,415,346-5707,no
30,0,169.9,225.2,169.7,11.4,1,no,no,NM,415,405-8370,no
112,0,335.5,212.5,265,12.7,2,no,no,MO,415,373-2053,yes
129,0,139.5,289.3,129.4,13.1,0,no,no,RI,415,369-5222,no
63,29,142.3,118.7,240.1,6.6,1,no,yes,NC,415,347-7420,no
28,0,187.8,248.6,208.8,10.6,0,no,no,WY,415,392-6856,no
111,0,146.2,261.5,163.2,8.7,3,no,no,WY,415,371-5556,no
91,0,231.8,150.6,269.2,11.6,3,no,no,PA,510,334-5337,no
90,0,193.7,154.2,299,12.7,1,no,no,KY,415,334-8817,no
151,0,156.4,233.4,195.7,7.7,4,no,no,OR,510,339-1405,no
105,29,220.7,217.7,190.5,13.2,1,yes,yes,NV,415,380-7742,yes
41,37,239.8,221.9,189.1,7.3,2,no,yes,DC,408,329-6191,no
48,43,172,200.2,233.1,8,1,no,yes,UT,510,340-3075,no
166,35,128.2,274.5,298.9,8.8,2,yes,yes,WA,408,416-5849,no
79,0,130.2,290.9,194.8,14,3,no,no,FL,510,334-7443,no
153,0,195.4,154.6,142.8,11.6,1,no,no,VA,510,394-9121,no
110,0,293.3,188.5,266.9,14.5,0,yes,no,KS,415,383-1657,yes
163,0,191.3,193.9,268.4,12.8,1,no,no,KS,415,347-4112,no
126,0,122.4,143.8,157,11.5,1,no,no,DC,510,362-8280,no
105,33,209.6,146.9,121,10.6,2,no,yes,ME,408,402-9982,no
172,0,215.7,146.3,264.6,7.1,3,no,no,LA,415,392-8905,no
126,0,161.4,220.6,249.2,5.1,0,no,no,DC,415,392-5512,no
97,0,144.2,226.7,144.6,13.8,3,no,no,TX,510,351-6384,no
95,37,220.2,185.3,205.1,4.1,0,yes,yes,NJ,408,348-8015,yes
87,0,256.2,160.7,249.4,7.4,4,no,no,DE,510,374-6966,no
97,0,112.7,217.7,152.1,6.5,1,no,no,VT,415,328-2236,no
76,0,299.5,226.7,210.7,13.7,0,no,no,GA,415,372-6497,yes
140,0,194.8,170.9,225.1,13.9,0,no,no,TX,408,417-8617,no
169,0,100.8,230,193.6,9.5,0,no,no,MT,415,361-9621,no
68,22,82.5,289.9,180,4.8,3,no,yes,ND,408,421-2723,no
122,34,146.4,89.7,220,15.6,2,no,yes,NJ,415,327-9341,no
36,0,177.9,224.6,306.3,10.8,2,no,no,MO,408,383-5474,no
120,27,153.5,194,256.5,10.2,5,no,yes,CO,510,328-8147,no
121,0,150.7,197.3,169,9.2,1,no,no,KS,408,373-5438,no
64,19,180.1,127.5,237.4,7.5,0,no,yes,NC,408,333-9253,no
13,31,265.3,147.6,259.3,12.9,1,no,yes,MT,415,347-9421,no
106,0,128.6,134,210.6,11.4,0,no,no,DE,415,419-3167,no
88,0,161.5,173.5,206.2,7.9,2,no,no,ND,415,414-4162,no
74,0,165.3,198.5,208.5,9.8,1,no,no,VA,408,416-5341,no
83,0,195,210.5,180.6,11,0,no,no,IL,415,368-8600,no
49,0,213.8,265.1,239.8,15.6,0,no,no,OK,415,336-6085,no
111,24,205.5,219.3,215.9,14,1,no,yes,CO,510,377-1479,no
50,22,252.9,177.9,158.4,8.5,3,no,yes,MT,415,360-2107,no
153,28,235.6,227.9,170.3,15.4,0,no,yes,WV,408,405-9384,no
88,0,192,127.6,155.6,7.5,1,no,no,ME,415,420-5179,no
131,39,69.1,101.3,104.8,9.1,0,no,yes,WI,415,331-3174,no
79,0,261.7,210.6,256.7,6,3,no,no,MO,408,411-5958,yes
140,0,235.5,257.2,103.1,11.5,2,no,no,NY,415,333-8180,no
105,0,213.4,204.9,179.7,9.5,1,no,no,CT,408,357-2679,no
54,39,206.9,127.8,199.2,9.2,3,no,yes,AR,415,396-2867,no
87,22,263.8,103.4,208.1,8.5,3,no,yes,WY,415,341-9443,no
96,31,183.4,195.5,180.1,10.5,1,no,yes,CA,510,341-4103,no
79,0,157.6,194.1,231.5,9.4,5,no,no,CA,510,416-8701,yes
55,0,175.6,161.8,289.5,9.3,0,no,no,MN,415,397-6109,no
130,0,242.5,102.8,142.4,9.3,2,no,no,AK,415,392-5587,no
34,0,151,131.4,186.6,9.9,0,no,no,VA,415,392-9342,no
139,0,138.1,164.5,134.9,8.3,1,no,no,CO,415,368-2845,no
109,0,264.7,305,197.4,9.5,1,no,no,MT,408,405-4920,yes
65,31,282.3,152,225.5,12,1,no,yes,SD,408,348-7484,no
63,0,211.2,237.7,259.2,12.3,0,no,no,NE,415,338-5207,no
152,0,197.1,130.1,78.1,7.4,3,no,no,VT,415,418-7846,no
147,0,205.3,166.7,240.6,7.8,1,no,no,ND,408,358-8729,no
112,22,181.8,228.1,262.7,9.2,2,no,yes,GA,415,349-1943,no
120,0,252,150.2,151.8,9.6,2,no,no,OR,415,368-8283,no
27,0,193.8,118.9,135.9,9.2,0,no,no,MT,510,345-1419,no
171,0,231.2,188.7,206.9,12.3,1,no,no,WY,415,358-8025,no
101,33,200.1,188.9,205.1,15.5,0,no,yes,GA,415,383-8695,no
32,26,266.7,232.3,212.8,16.3,1,no,yes,WV,408,370-7565,no
3,36,118.1,221.5,103.9,11.9,2,no,yes,CT,415,401-6162,no
151,0,175.3,144.3,160.2,11.8,0,no,no,IL,408,386-5303,no
60,0,125.1,248.8,211.3,11.2,3,no,no,CO,408,351-6552,no
119,0,176.8,224.7,204.6,7.5,1,no,no,DE,415,345-5338,no
43,0,241.9,129.4,264.8,5.9,1,no,no,LA,415,330-2849,no
42,0,241.2,116.5,152.2,10.6,0,no,no,MA,408,364-6801,no
84,0,217.1,236,118.3,9.4,1,no,no,IN,408,375-3003,no
65,0,195.4,181.2,178.5,8.9,0,no,no,NY,510,383-8878,no
75,0,222.4,327,208,8.7,1,yes,no,TX,415,384-2372,yes
116,0,189.5,189.8,205.8,13.1,1,no,no,KS,510,377-7107,no
107,0,123.1,158.4,256.1,9.3,0,no,no,WV,415,361-1581,no
189,38,256.7,150.5,123,11.4,3,no,yes,NE,415,417-7888,no
123,0,159.1,241.6,202.4,6.5,1,no,no,ND,408,383-8364,no
110,0,100.1,233.3,204.4,11.1,3,no,no,AK,408,396-2335,no
63,32,30.9,187,230.8,8.6,1,no,yes,CO,415,408-4530,no
176,0,223.2,214.4,154.4,10.1,3,no,no,ME,415,408-6621,no
108,0,187.4,199.9,216.1,12.6,1,no,no,SC,510,393-7522,no
13,21,315.6,208.9,260.1,12.1,3,no,yes,MN,510,338-7120,no
71,0,277.5,131.8,126.9,8.2,1,no,no,CO,415,357-4265,no
88,0,189.8,197.3,234.5,14.9,2,no,no,KS,415,398-8801,no
137,0,147.2,192.8,172.7,10.2,1,no,no,MS,510,346-2347,no
82,0,185.8,276.5,192.1,5.7,4,no,no,NE,408,343-2741,no
92,29,155.4,188.5,254.9,8,3,no,yes,NJ,510,420-8242,no
165,0,154.2,268.6,188.8,10.9,6,no,no,WI,510,402-7746,no
96,0,97.6,105.5,220.2,11.6,1,no,no,MT,415,332-1494,no
156,0,178.8,178.4,169.2,7.5,1,no,no,AR,415,388-6223,no
63,0,149.3,273.6,206.6,9.1,0,no,no,WA,408,404-9539,no
37,0,206,186,307.1,8.4,0,no,no,NH,415,341-7332,no
98,0,216.8,190.8,187.5,11,0,no,no,IA,415,338-7886,no
121,0,103.3,129.1,167.1,10.7,0,no,no,WV,415,332-5596,no
94,0,139.4,159.1,128.2,7.7,0,no,no,RI,415,348-9945,no
99,0,191.2,163.9,243.6,14.1,1,no,no,KS,415,407-1896,no
163,23,160,189.4,229.9,10.4,1,no,yes,MT,510,398-9408,no
161,0,221.7,193,194.1,6.5,3,no,no,MO,510,369-8005,no
99,0,62.9,231,168.9,8.5,1,no,no,HI,415,346-2530,no
108,0,215.6,195.3,194.4,3.6,1,no,no,CO,415,400-5984,no
84,42,165.3,223.5,260.8,7.6,3,no,yes,CT,510,351-1007,no
83,32,94.7,154.4,200.4,10.6,2,yes,yes,ID,415,345-5980,no
139,0,203.2,152.5,197.8,9.7,2,no,no,DC,510,368-8964,no
69,0,195.3,216.7,259.9,12.5,3,no,no,TN,510,358-1912,no
129,0,143.7,297.8,212.6,11.4,4,no,no,WY,510,379-3132,no
106,0,114.4,78.3,232.7,0,2,no,no,MO,415,340-9910,no
158,0,222.8,203,210.6,6.9,2,no,no,VA,415,396-2719,no
168,22,175.9,211.7,174.5,7.3,2,no,yes,SD,415,369-6204,no
115,0,249.9,242.5,151.7,15.3,1,yes,no,WV,510,420-9971,yes
57,30,234.5,195.2,268.8,11.4,2,yes,yes,GA,408,410-3782,no
67,0,210.7,219.2,179.7,7.2,1,no,no,AZ,415,404-4481,no
127,0,182.3,169.9,184,9.3,1,no,no,AK,408,383-9255,no
78,0,190.3,194.5,256.5,11.7,2,no,no,AK,510,418-9385,no
100,38,177.1,163.7,242.7,7.4,0,no,yes,CT,415,360-9676,no
103,36,87.2,169.3,166.7,10.9,6,no,yes,UT,510,327-3587,yes
113,0,215.6,193.4,105.4,13.5,1,no,no,KY,415,385-4715,no
78,0,137.4,237.6,206.7,14,3,no,no,MI,510,414-2695,no
129,36,192.8,177,216.5,16.4,1,no,yes,OR,510,331-5999,no
57,0,149.3,200.2,231.7,11.9,2,no,no,TN,510,337-7739,no
82,0,143.7,170.7,287.7,7.8,1,no,no,WV,408,388-6658,no
64,0,224.8,190,221.4,9.2,1,no,no,NJ,415,405-6943,no
86,39,261.2,214.2,154.9,12.7,2,no,yes,MS,510,382-4084,no
151,26,196.5,175.8,221.8,13.4,0,no,yes,ME,415,352-8249,no
94,0,271.2,202.6,221.6,11.5,3,no,no,WY,510,353-8363,yes
90,0,207.2,292.5,226.3,8,2,no,no,WY,415,416-2825,no
48,0,300.4,133.2,197.4,7.2,2,no,no,IN,510,342-6696,no
85,37,229.6,132.3,211.9,9.5,2,no,yes,NM,408,338-9210,no
